Question,Answer
"At the Black Bear Inn, a leader of this movement launched a campaign against the Orlamünde (OR-lah-MUN-deh)-based Andreas Karlstadt. A leader of this movement named Philip Melanchthon (mel-ANK-thun) was based in a city where another man lived with his wife Katharina von Bora. A leader of this movement feuded with (*) Huldrych Zwingli (ULD-rik ZVING-lee) in the Marburg Colloquy. This movement, which began at the All Saints' Church, was sparked by the posting of the 95 Theses in Wittenberg (VIT-en-bairg). For 10 points, name this 16th- century movement led by Martin Luther, who separated from Catholicism.",Protestant Reformation
"CPDA-1 is used to preserve this substance. Charles R. Drew developed several methods for storing this substance, which is stored with citrate to chelate (KEE-layt) calcium. This substance can be separated to obtain cryoprecipitate, and FFP is obtained from this substance by apheresis (AA-fuh-REE-sis). Ryan White contracted (*) HIV from a contaminated sample of this substance. In the US, the plurality of this substance is provided by the American Red Cross via donations. For 10 points, name this substance that has to be typed and cross-matched before transfusion.","blood [accept plasma, fresh frozen plasma, platelets, red blood cells, RBCs, packed RBCs, pRBCs]"
"In 2000, a musician of this ethnicity became the youngest International Chopin (show-PAN) Piano Competition winner at 18. A fashionable performer of this ethnicity recorded Sergei Rachmaninoff's (rahk-MAH-nin-awff's) Piano Concerto No. 2 for Deutsche Grammophon (doytch GRAM-uh-fon). An instrument called ""Petunia"" belongs to a musician of this ethnicity who performed (*) ""Air and Simple Gifts"" at Obama's inauguration. During a 2008 event, a pianist of this ethnicity performed the Yellow River Concerto. For 10 points, give this ethnicity of musicians Yuja Wang, Lang Lang, and Yo-Yo Ma.",Chinese [or Chinese-American; or Han Chinese; prompt on Asian]
"This model evaluates a constant with subscript infinity to be 1.097 times 10 to the 7th inverse meters. The fine structure constant was first introduced in a modification to this model. Sommerfeld contributed the azimuthal (AZ-im-oo-thul) number to this model, which has a range of n minus 1. The Rydberg formula emerges from this model, which explains the (*) Lyman and Balmer spectral series. This model predicts closed circular orbits at fixed distances from the nucleus. For 10 points, name this model of the atom developed by a Danish physicist.",Bohr model [or Bohr-Sommerfeld model]
"The protagonist of this film faces the camera while reaching to move the hands of a clock and exclaiming ""Father! Father! Will ten hours never end?"" In this film, two side-by-side elevators open while columns of arriving and departing workers march in unison. In this (*) silent film, the protagonist hallucinates a machine as a temple to Moloch (MAH-lahk). In the climax of this film, Rotwang (RAHT-vahng) transfers Maria's looks to a machine person. For 10 points, name this German expressionist film by Fritz Lang titled for a generic large city.",Metropolis
"A monarch of this name exclaimed ""Thank God, I'm untouched"" after a bomb failed to destroy a carriage given to him by Napoleon III, only to be shot to death moments later. Michael Speransky advised on legal reforms to a monarch of this name who signed the Treaty of (*) Tilsit and whose death spurred the Decembrist uprising. Along with Francis II, this is the name of a monarch who was defeated at the battle of Austerlitz. For 10 points, give this name shared by a tsar defeated by Napoleon and a tsar who liberated the serfs.",Alexander [or Alexander I; or Alexander II]
"A spirit named Elpis in this object can be alternatively translated ""expectation of good"" and ""expectation of evil."" In Hesiod's (HEE-see-id's) Works and Days, this object and its owner were accepted by the titan Epimetheus (EP-im-EETH-ee-us) despite his brother's warnings concerning gifts from Zeus. (*) This object and its user were created to punish Prometheus' theft of fire for mankind. Hope was the only thing left in this object after being opened by the first woman ever created. For 10 points, name this object that unleashed numerous sorrows into the world after being opened.",Pandora's box [or Pandora's jar]
"In a 2023 film, Kelvin Harrison, Jr., will play a resident of this city who conducted the premiere of the symphony ""In Nomine Dei"" (in NOM-in-ay DAY-ee) and was hailed as the ""Black Mozart."" The ""Spiritual Concert"" series in this city premiered the D major thirty-first symphony by Mozart. A set of symphonies numbered eighty-two through (*) eighty-seven, collectively nicknamed for premiering in this city, preceded the set of twelve Haydn (HAI-din) symphonies named for premiering in London. For 10 points, name this capital whose Classical music patrons included Marie Antoinette.","Paris, France [The first line refers to the film Chevalier, about composer Joseph Boulogne.]"
"After a shootout in this game, the phrase ""one day I will return to your side"" is written in French. After sleeping at the Sea Fortress, the protagonist of this game has a vision of Dolores Dei. The Pale is a mysterious mist that causes death which surrounds the world of this game. An old communist rebel is revealed to be the true (*) killer in this game. This game begins with partner Kim Kitsuragi telling you to investigate the death of a hanged man. For 10 points, name this 2019 RPG in which the player controls an amnesiac detective.",Disco Elysium
"For non-magnetic materials, this quantity approximately equals the square root of relative permittivity. Calcite has two different values for this quantity, leading to birefringence. The arcsine (ARK-sine) of the ratio of two of these quantities gives the critical angle for total (*) internal reflection. This quantity equals the speed of light in a vacuum over the speed of light in a medium. For water, this value is about 1.33. Two instances of this value multiply the sine of two angles in Snell’s law. For 10 points, name this property that measures how much light bends in a medium.",index of refraction [or refractive index; or refraction index; prompt on n]
"Music fan culture on both sides of this international border is discussed in the 2016 book Mozlandia (mahz-LAND-ee-ah). A neighborhood of a city near this international border has a 15,000-person Chinatown known as Chinesca (chee-NAY-skah). Caesar salad was invented at a restaurant near this border. This border is spanned by the (*) Ysleta-Zaragoza (ees-LAY-tah-zah- rah-GOH-sah) Bridge, whose south terminates in Juárez (WAH-rez), the most populous city in Chihuahua. Pairs of cities such as Tijuana and San Diego are separated by, for 10 points, what border, along which Donald Trump pledged to build a wall?","United States–Mexico border [or any answer indicating, in either order, the border between the U.S. or U.S.A. and Mexico or the United Mexican States or Estados Unidos Mexicanos]"
"In Evelyn Waugh's (EE-vuh-lin WAH's) A Handful of Dust, Tony Last is forced to endlessly read Mr. Todd books by this author. In a novel by this author, a girl wants floral carpets in a room because of ""facts, facts, facts."" This author, who wrote an anthology of stories called Sketches by Boz (bohz), wrote a novel in which Josiah Bounderby fires (*) Stephen Blackpool. In a novel by this author that includes Mr. Brownlow and Bill Sikes, an orphan befriends the Artful Dodger and joins Fagin's gang. For 10 points, name this British author of Hard Times and Oliver Twist.",Charles Dickens [Charles John Huffam Dickens]
